County,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Jefferson County, TX",48245.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Johnson County, TX",48251.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Kaufman County, TX",48257.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Lubbock County, TX",48303.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"McLennan County, TX",48309.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Montgomery County, TX",48339.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Nueces County, TX",48355.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Orange County, TX",48361.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Parker County, TX",48367.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Randall County, TX",48381.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Smith County, TX",48423.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Tarrant County, TX",48439.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,159.0
"Taylor County, TX",48441.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Travis County, TX",48453.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,140.0
"Van Zandt County, TX",48467.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Webb County, TX",48479.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Wichita County, TX",48485.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Williamson County, TX",48491.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Davis County, UT",49011.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Davis County, UT",49011.0,2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0
"Salt Lake County, UT",49035.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,140.0
"Salt Lake County, UT",49035.0,2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,63.0
"Utah County, UT",49049.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0
"Utah County, UT",49049.0,2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,26.0
"Washington County, UT",49053.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Weber County, UT",49057.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Weber County, UT",49057.0,2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0
"Chittenden County, VT",50007.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Augusta County, VA",51015.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Buchanan County, VA",51027.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Chesterfield County, VA",51041.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Fairfax County, VA",51059.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Franklin County, VA",51067.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Henrico County, VA",51087.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Henry County, VA",51089.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Prince William County, VA",51153.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Spotsylvania County, VA",51177.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Tazewell County, VA",51185.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Wise County, VA",51195.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Chesapeake city, VA",51550.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Norfolk city, VA",51710.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Richmond city, VA",51760.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Roanoke city, VA",51770.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Virginia Beach city, VA",51810.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Benton County, WA",53005.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Clallam County, WA",53009.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Clark County, WA",53011.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0
"Cowlitz County, WA",53015.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Grays Harbor County, WA",53027.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Island County, WA",53029.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"King County, WA",53033.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,201.0
"King County, WA",53033.0,2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Kitsap County, WA",53035.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Mason County, WA",53045.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Pierce County, WA",53053.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0
"Skagit County, WA",53057.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Snohomish County, WA",53061.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,114.0
"Spokane County, WA",53063.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0
"Thurston County, WA",53067.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Whatcom County, WA",53073.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Yakima County, WA",53077.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Berkeley County, WV",54003.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Boone County, WV",54005.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Cabell County, WV",54011.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Fayette County, WV",54019.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Harrison County, WV",54033.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Jefferson County, WV",54037.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Kanawha County, WV",54039.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0
"Logan County, WV",54045.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"McDowell County, WV",54047.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Mercer County, WV",54055.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Mingo County, WV",54059.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Nicholas County, WV",54067.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Raleigh County, WV",54081.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0
"Wayne County, WV",54099.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Wood County, WV",54107.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Wyoming County, WV",54109.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Brown County, WI",55009.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Dane County, WI",55025.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0
"Fond du Lac County, WI",55039.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Kenosha County, WI",55059.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Milwaukee County, WI",55079.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,154.0
"Milwaukee County, WI",55079.0,2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Racine County, WI",55101.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Rock County, WI",55105.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Walworth County, WI",55127.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Washington County, WI",55131.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Waukesha County, WI",55133.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"Winnebago County, WI",55139.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Laramie County, WY",56021.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Natrona County, WY",56025.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Baldwin County, AL",1003.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Blount County, AL",1009.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Cullman County, AL",1043.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"DeKalb County, AL",1049.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Escambia County, AL",1053.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Etowah County, AL",1055.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Franklin County, AL",1059.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Houston County, AL",1069.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Jefferson County, AL",1073.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0
"Jefferson County, AL",1073.0,2013.0,All other drug-induced causes,D9,31.0
"Lee County, AL",1081.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Madison County, AL",1089.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Marshall County, AL",1095.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Mobile County, AL",1097.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0
"Morgan County, AL",1103.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"St. Clair County, AL",1115.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Shelby County, AL",1117.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Talladega County, AL",1121.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Tuscaloosa County, AL",1125.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Walker County, AL",1127.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Anchorage Borough, AK",2020.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"Fairbanks North Star Borough, AK",2090.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Matanuska-Susitna Borough, AK",2170.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Cochise County, AZ",4003.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Coconino County, AZ",4005.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Gila County, AZ",4007.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Maricopa County, AZ",4013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,525.0
"Maricopa County, AZ",4013.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,89.0
"Maricopa County, AZ",4013.0,2013.0,All other drug-induced causes,D9,65.0
"Mohave County, AZ",4015.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Navajo County, AZ",4017.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Pima County, AZ",4019.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,189.0
"Pinal County, AZ",4021.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"Yavapai County, AZ",4025.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Yavapai County, AZ",4025.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Yuma County, AZ",4027.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Benton County, AR",5007.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Craighead County, AR",5031.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Crawford County, AR",5033.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Garland County, AR",5051.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Lonoke County, AR",5085.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Pulaski County, AR",5119.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Pulaski County, AR",5119.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Washington County, AR",5143.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Alameda County, CA",6001.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,150.0
"Butte County, CA",6007.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0
"Contra Costa County, CA",6013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,114.0
"El Dorado County, CA",6017.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Fresno County, CA",6019.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0
"Humboldt County, CA",6023.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Humboldt County, CA",6023.0,2013.0,All other drug-induced causes,D9,11.0
"Imperial County, CA",6025.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Kern County, CA",6029.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,161.0
"Kern County, CA",6029.0,2013.0,All other drug-induced causes,D9,10.0
"Kings County, CA",6031.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Lake County, CA",6033.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Los Angeles County, CA",6037.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,683.0
"Los Angeles County, CA",6037.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0
"Los Angeles County, CA",6037.0,2013.0,All other drug-induced causes,D9,31.0
"Madera County, CA",6039.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Marin County, CA",6041.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Mendocino County, CA",6045.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Merced County, CA",6047.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Monterey County, CA",6053.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0
"Napa County, CA",6055.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Nevada County, CA",6057.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Orange County, CA",6059.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,270.0
"Orange County, CA",6059.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Placer County, CA",6061.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"Riverside County, CA",6065.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,277.0
"Riverside County, CA",6065.0,2013.0,All other drug-induced causes,D9,22.0
"Sacramento County, CA",6067.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,164.0
"Sacramento County, CA",6067.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0
"Sacramento County, CA",6067.0,2013.0,All other drug-induced causes,D9,17.0
"San Bernardino County, CA",6071.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0
"San Bernardino County, CA",6071.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"San Bernardino County, CA",6071.0,2013.0,All other drug-induced causes,D9,95.0
"San Diego County, CA",6073.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,347.0
"San Diego County, CA",6073.0,2013.0,All other drug-induced causes,D9,24.0
"San Francisco County, CA",6075.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,109.0
"San Joaquin County, CA",6077.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0
"San Luis Obispo County, CA",6079.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"San Mateo County, CA",6081.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0
"Santa Barbara County, CA",6083.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Santa Clara County, CA",6085.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,110.0
"Santa Clara County, CA",6085.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Santa Cruz County, CA",6087.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Shasta County, CA",6089.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Solano County, CA",6095.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Sonoma County, CA",6097.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Stanislaus County, CA",6099.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,69.0
"Tulare County, CA",6107.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Tuolumne County, CA",6109.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Ventura County, CA",6111.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,101.0
"Yolo County, CA",6113.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Adams County, CO",8001.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,64.0
"Arapahoe County, CO",8005.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,71.0
"Boulder County, CO",8013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Denver County, CO",8031.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0
"Douglas County, CO",8035.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"El Paso County, CO",8041.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0
"Jefferson County, CO",8059.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0
"Larimer County, CO",8069.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Mesa County, CO",8077.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Pueblo County, CO",8101.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Weld County, CO",8123.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Fairfield County, CT",9001.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,96.0
"Hartford County, CT",9003.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,135.0
"Litchfield County, CT",9005.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Middlesex County, CT",9007.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"New Haven County, CT",9009.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,143.0
"New London County, CT",9011.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0
"Tolland County, CT",9013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Windham County, CT",9015.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Kent County, DE",10001.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"New Castle County, DE",10003.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,76.0
"New Castle County, DE",10003.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Sussex County, DE",10005.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"District of Columbia, DC",11001.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0
"District of Columbia, DC",11001.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"District of Columbia, DC",11001.0,2013.0,All other drug-induced causes,D9,11.0
"Alachua County, FL",12001.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Bay County, FL",12005.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Brevard County, FL",12009.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0
"Broward County, FL",12011.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,155.0
"Broward County, FL",12011.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Broward County, FL",12011.0,2013.0,All other drug-induced causes,D9,11.0
"Charlotte County, FL",12015.0,2013.0,All other drug-induced causes,D9,12.0
"Citrus County, FL",12017.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Clay County, FL",12019.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Collier County, FL",12021.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Columbia County, FL",12023.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Duval County, FL",12031.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,127.0
"Escambia County, FL",12033.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Hernando County, FL",12053.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Highlands County, FL",12055.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Hillsborough County, FL",12057.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,135.0
"Indian River County, FL",12061.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Lake County, FL",12069.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Lee County, FL",12071.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Leon County, FL",12073.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Manatee County, FL",12081.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0
"Marion County, FL",12083.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Martin County, FL",12085.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Miami-Dade County, FL",12086.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0
"Miami-Dade County, FL",12086.0,2013.0,All other drug-induced causes,D9,14.0
"Nassau County, FL",12089.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Orange County, FL",12095.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,105.0
"Osceola County, FL",12097.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Palm Beach County, FL",12099.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,190.0
"Pasco County, FL",12101.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0
"Pinellas County, FL",12103.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,150.0
"Polk County, FL",12105.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0
"St. Johns County, FL",12109.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"St. Lucie County, FL",12111.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Santa Rosa County, FL",12113.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Sarasota County, FL",12115.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0
"Seminole County, FL",12117.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Volusia County, FL",12127.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0
"Bibb County, GA",13021.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Carroll County, GA",13045.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Chatham County, GA",13051.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Cherokee County, GA",13057.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Clayton County, GA",13063.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Cobb County, GA",13067.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,94.0
"Columbia County, GA",13073.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"DeKalb County, GA",13089.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Douglas County, GA",13097.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Fannin County, GA",13111.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Floyd County, GA",13115.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Forsyth County, GA",13117.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Fulton County, GA",13121.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,96.0
"Glynn County, GA",13127.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Gwinnett County, GA",13135.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0
"Hall County, GA",13139.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Henry County, GA",13151.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Jackson County, GA",13157.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Murray County, GA",13213.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Muscogee County, GA",13215.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Newton County, GA",13217.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Paulding County, GA",13223.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Richmond County, GA",13245.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Rockdale County, GA",13247.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
